"datasourceId","sourceId","sourceType","outputFrequency","startOfPeriod","endOfPeriod","locationLatitude","locationLongitude","atmPressure1HourMean.raw","atmPressure1HourMean.status","atmPressure1HourMean.value","bcAllSources1HourMean.raw","bcAllSources1HourMean.status","bcAllSources1HourMean.value","bcBiomass1HourMean.raw","bcBiomass1HourMean.status","bcBiomass1HourMean.value","bcFossilFuel1HourMean.raw","bcFossilFuel1HourMean.status","bcFossilFuel1HourMean.value","bcSourcesArray1HourMean.raw","bcSourcesArray1HourMean.status","bcSourcesArray1HourMean.value","bcSpectralArrayIRGBU1HourMean.raw","bcSpectralArrayIRGBU1HourMean.status","bcSpectralArrayIRGBU1HourMean.value","bcSpectralB1HourMean.raw","bcSpectralB1HourMean.status","bcSpectralB1HourMean.value","bcSpectralG1HourMean.raw","bcSpectralG1HourMean.status","bcSpectralG1HourMean.value","bcSpectralIR1HourMean.raw","bcSpectralIR1HourMean.status","bcSpectralIR1HourMean.value","bcSpectralR1HourMean.raw","bcSpectralR1HourMean.status","bcSpectralR1HourMean.value","bcSpectralUV1HourMean.raw","bcSpectralUV1HourMean.status","bcSpectralUV1HourMean.value","co2Conc1HourMean.raw","co2Conc1HourMean.status","co2Conc1HourMean.value","coConc1HourMean.raw","coConc1HourMean.status","coConc1HourMean.value","no2Conc1HourMean.raw","no2Conc1HourMean.status","no2Conc1HourMean.value","no2Conc1HourMeanUkDefraAqi.raw","no2Conc1HourMeanUkDefraAqi.status","no2Conc1HourMeanUkDefraAqi.value","no2Conc1HourMeanUsEpaAqi.raw","no2Conc1HourMeanUsEpaAqi.status","no2Conc1HourMeanUsEpaAqi.value","no2Conc1HourMeanWaDwerAqi.raw","no2Conc1HourMeanWaDwerAqi.status","no2Conc1HourMeanWaDwerAqi.value","noConc1HourMean.raw","noConc1HourMean.status","noConc1HourMean.value","noxConc1HourMean.raw","noxConc1HourMean.status","noxConc1HourMean.value","o3Conc1HourMean.raw","o3Conc1HourMean.status","o3Conc1HourMean.value","o3Conc1HourMeanWaDwerAqi.raw","o3Conc1HourMeanWaDwerAqi.status","o3Conc1HourMeanWaDwerAqi.value","o3ConcNowcast.raw","o3ConcNowcast.status","o3ConcNowcast.value","o3ConcNowcastUsEpaAqi.raw","o3ConcNowcastUsEpaAqi.status","o3ConcNowcastUsEpaAqi.value","pm10ConcMass1HourMean.raw","pm10ConcMass1HourMean.status","pm10ConcMass1HourMean.value","pm10ConcMass1HourMeanWaDwerAqi.raw","pm10ConcMass1HourMeanWaDwerAqi.status","pm10ConcMass1HourMeanWaDwerAqi.value","pm10ConcMass24HourRollingMean.raw","pm10ConcMass24HourRollingMean.status","pm10ConcMass24HourRollingMean.value","pm10ConcMassNowcast.raw","pm10ConcMassNowcast.status","pm10ConcMassNowcast.value","pm10ConcMassNowcastUsEpaAqi.raw","pm10ConcMassNowcastUsEpaAqi.status","pm10ConcMassNowcastUsEpaAqi.value","pm10ConcNum1HourMean.raw","pm10ConcNum1HourMean.status","pm10ConcNum1HourMean.value","pm10ConcNum24HourRollingMean.raw","pm10ConcNum24HourRollingMean.status","pm10ConcNum24HourRollingMean.value","pm1ConcMass1HourMean.raw","pm1ConcMass1HourMean.status","pm1ConcMass1HourMean.value","pm1ConcNum1HourMean.raw","pm1ConcNum1HourMean.status","pm1ConcNum1HourMean.value","pm2_5ConcMass1HourMean.raw","pm2_5ConcMass1HourMean.status","pm2_5ConcMass1HourMean.value","pm2_5ConcMass1HourMeanWaDwerAqi.raw","pm2_5ConcMass1HourMeanWaDwerAqi.status","pm2_5ConcMass1HourMeanWaDwerAqi.value","pm2_5ConcMass24HourRollingMean.raw","pm2_5ConcMass24HourRollingMean.status","pm2_5ConcMass24HourRollingMean.value","pm2_5ConcMass24HourRollingMeanPhDenrAqi.raw","pm2_5ConcMass24HourRollingMeanPhDenrAqi.status","pm2_5ConcMass24HourRollingMeanPhDenrAqi.value","pm2_5ConcMass24HourRollingMeanUkDefraAqi.raw","pm2_5ConcMass24HourRollingMeanUkDefraAqi.status","pm2_5ConcMass24HourRollingMeanUkDefraAqi.value","pm2_5ConcMassNowcast.raw","pm2_5ConcMassNowcast.status","pm2_5ConcMassNowcast.value","pm2_5ConcMassNowcastUsEpaAqi.raw","pm2_5ConcMassNowcastUsEpaAqi.status","pm2_5ConcMassNowcastUsEpaAqi.value","pm2_5ConcNum1HourMean.raw","pm2_5ConcNum1HourMean.status","pm2_5ConcNum1HourMean.value","pm2_5ConcNum24HourRollingMean.raw","pm2_5ConcNum24HourRollingMean.status","pm2_5ConcNum24HourRollingMean.value","relHumidAmbient1HourMean.raw","relHumidAmbient1HourMean.status","relHumidAmbient1HourMean.value","relHumidInternal1HourMean.raw","relHumidInternal1HourMean.status","relHumidInternal1HourMean.value","tVocConc1HourMean.raw","tVocConc1HourMean.status","tVocConc1HourMean.value","temperatureAmbient1HourMean.raw","temperatureAmbient1HourMean.status","temperatureAmbient1HourMean.value","temperatureInternal1HourMean.raw","temperatureInternal1HourMean.status","temperatureInternal1HourMean.value","tspConcMass1HourMean.raw","tspConcMass1HourMean.status","tspConcMass1HourMean.value","windDirection1HourMean.raw","windDirection1HourMean.status","windDirection1HourMean.value","windSpeed1HourMean.raw","windSpeed1HourMean.status","windSpeed1HourMean.value","windVector1HourMean.raw","windVector1HourMean.status","windVector1HourMean.value"
"DBFEH9689","A636FW6Q","CLARITY_NODE","hour","2026-05-26T02:00:00.000Z","2026-05-26T03:00:00.000Z",39.98880106,-75.20729697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,"calibration-missing",,11.25,"calibration-missing",,1,"calibration-missing",,10,"calibration-missing",,11,"calibration-missing",,-12.59,"calibration-missing",,-1.34,"calibration-missing",,5.12,"calibration-missing",,5,"calibration-missing",,7.99,"sensor-ready",7.99,6,"sensor-ready",6,22.66,"calibration-missing",,23,"calibration-missing",,14.72,"calibration-missing",,17.06,"calibration-missing",,16,"calibration-missing",,22.73,"sensor-ready",22.73,13.30,"sensor-ready",13.30,12.37,"calibration-missing",,21.30,"sensor-ready",21.30,21.31,"calibrated-ready",8.99,21,"calibrated-ready",9,13.59,"calibrated-ready",6.51,27,"calibrated-ready",13,2,"calibrated-ready",1,16.09,"calibrated-ready",7.43,64,"calibrated-ready",41,22.56,"sensor-ready",22.56,13.16,"sensor-ready",13.16,,,,81.57,"sensor-ready",81.57,,,,,,,20.87,"sensor-ready",20.87,,,,,,,,,,,,
"DGYDF0388","A44MFTF3","CLARITY_NODE","hour","2026-05-26T02:00:00.000Z","2026-05-26T03:00:00.000Z",39.99195745,-75.08114984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,"calibration-missing",,24.87,"calibration-missing",,1,"calibration-missing",,23,"calibration-missing",,25,"calibration-missing",,-20.07,"calibration-missing",,4.81,"calibration-missing",,5.78,"calibration-missing",,6,"calibration-missing",,11.99,"sensor-ready",11.99,10,"sensor-ready",10,33.79,"calibration-missing",,34,"calibration-missing",,16.57,"calibration-missing",,27.78,"calibration-missing",,25,"calibration-missing",,35.62,"sensor-ready",35.62,17.15,"sensor-ready",17.15,19.66,"calibration-missing",,33.47,"sensor-ready",33.47,30.26,"calibrated-ready",13.74,30,"calibrated-ready",14,14.95,"calibrated-ready",7.61,30,"calibrated-ready",15,2,"calibrated-ready",1,25.34,"calibrated-ready",12.15,81,"calibrated-ready",57,35.43,"sensor-ready",35.43,17.03,"sensor-ready",17.03,,,,78.02,"sensor-ready",78.02,,,,,,,22.33,"sensor-ready",22.33,,,,,,,,,,,,
"DSCFB3568","A47HWW6V","CLARITY_NODE","hour","2026-05-26T02:00:00.000Z","2026-05-26T03:00:00.000Z",40.26430100,-76.85122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,"calibration-missing",,30.06,"calibration-missing",,1,"calibration-missing",,28,"calibration-missing",,30,"calibration-missing",,-19.67,"calibration-missing",,10.39,"calibration-missing",,-2.52,"calibration-missing",,,,,4.15,"sensor-ready",4.15,4,"sensor-ready",4,17.57,"calibration-missing",,18,"calibration-missing",,23.46,"calibration-missing",,15.90,"calibration-missing",,14,"calibration-missing",,17.61,"sensor-ready",17.61,15.62,"sensor-ready",15.62,10.13,"calibration-missing",,16.69,"sensor-ready",16.69,16.05,"calibrated-ready",8.09,16,"calibrated-ready",8,19.70,"calibrated-ready",8.18,39,"calibrated-ready",16,2,"calibrated-ready",1,14.64,"calibrated-ready",8.00,61,"calibrated-ready",44,17.49,"sensor-ready",17.49,15.39,"sensor-ready",15.39,,,,75.66,"sensor-ready",75.66,,,,,,,20.73,"sensor-ready",20.73,,,,,,,,,,,,
"DUPVN4322","A93NM49L","CLARITY_NODE","hour","2026-05-26T02:00:00.000Z","2026-05-26T03:00:00.000Z",40.24700813,-76.84699099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,"calibration-missing",,19.52,"calibration-missing",,1,"calibration-missing",,18,"calibration-missing",,20,"calibration-missing",,-19.67,"calibration-missing",,-0.15,"calibration-missing",,5.32,"calibration-missing",,5,"calibration-missing",,13.04,"sensor-ready",13.04,12,"sensor-ready",12,20.40,"calibration-missing",,20,"calibration-missing",,13.30,"calibration-missing",,14.35,"calibration-missing",,13,"calibration-missing",,22.22,"sensor-ready",22.22,12.78,"sensor-ready",12.78,11.74,"calibration-missing",,20.95,"sensor-ready",20.95,19.23,"calibrated-ready",9.05,19,"calibrated-ready",9,12.47,"calibrated-ready",6.19,25,"calibrated-ready",12,2,"calibrated-ready",1,13.53,"calibrated-ready",7.44,59,"calibrated-ready",41,22.08,"sensor-ready",22.08,12.66,"sensor-ready",12.66,,,,77.75,"sensor-ready",77.75,,,,,,,20.38,"sensor-ready",20.38,,,,,,,,,,,,
"DUWLG7270","A43H6HKC","CLARITY_NODE","hour","2026-05-26T02:00:00.000Z","2026-05-26T03:00:00.000Z",40.31557952,-76.89584458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,"calibration-missing",,13.16,"calibration-missing",,1,"calibration-missing",,12,"calibration-missing",,13,"calibration-missing",,-14.04,"calibration-missing",,-0.87,"calibration-missing",,10.72,"calibration-missing",,11,"calibration-missing",,17.27,"sensor-ready",17.27,16,"sensor-ready",16,9.13,"calibration-missing",,9,"calibration-missing",,13.11,"calibration-missing",,7.64,"calibration-missing",,6,"calibration-missing",,12.16,"sensor-ready",12.16,13.47,"sensor-ready",13.47,5.76,"calibration-missing",,11.62,"sensor-ready",11.62,8.65,"calibrated-ready",5.19,9,"calibrated-ready",5,12.03,"calibrated-ready",6.18,24,"calibrated-ready",12,2,"calibrated-ready",1,7.18,"calibrated-ready",4.79,39,"calibrated-ready",26,12.14,"sensor-ready",12.14,13.41,"sensor-ready",13.41,,,,80.17,"sensor-ready",80.17,,,,,,,20.23,"sensor-ready",20.23,,,,,,,,,,,,
"DBFEH9689","A636FW6Q","CLARITY_NODE","hour","2026-05-26T03:00:00.000Z","2026-05-26T04:00:00.000Z",39.98880106,-75.20729697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,"calibration-missing",,11.25,"calibration-missing",,1,"calibration-missing",,10,"calibration-missing",,11,"calibration-missing",,-11.24,"calibration-missing",,0.01,"calibration-missing",,3.47,"calibration-missing",,3,"calibration-missing",,5.40,"sensor-ready",5.40,5,"sensor-ready",5,36.26,"calibration-missing",,36,"calibration-missing",,15.33,"calibration-missing",,26.66,"calibration-missing",,24,"calibration-missing",,33.01,"sensor-ready",33.01,13.92,"sensor-ready",13.92,18.36,"calibration-missing",,30.69,"sensor-ready",30.69,31.78,"calibrated-ready",12.84,32,"calibrated-ready",13,14.06,"calibrated-ready",6.72,28,"calibrated-ready",13,2,"calibrated-ready",1,23.93,"calibrated-ready",10.23,79,"calibrated-ready",53,32.69,"sensor-ready",32.69,13.77,"sensor-ready",13.77,,,,82.97,"sensor-ready",82.97,,,,,,,20.23,"sensor-ready",20.23,,,,,,,,,,,,
"DGYDF0388","A44MFTF3","CLARITY_NODE","hour","2026-05-26T03:00:00.000Z","2026-05-26T04:00:00.000Z",39.99195745,-75.08114984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,"calibration-missing",,16.22,"calibration-missing",,1,"calibration-missing",,15,"calibration-missing",,16,"calibration-missing",,-18.18,"calibration-missing",,-1.97,"calibration-missing",,-0.35,"calibration-missing",,,,,7.71,"sensor-ready",7.71,6,"sensor-ready",6,36.15,"calibration-missing",,36,"calibration-missing",,17.68,"calibration-missing",,31.97,"calibration-missing",,29,"calibration-missing",,37.57,"sensor-ready",37.57,18.23,"sensor-ready",18.23,20.61,"calibration-missing",,35.18,"sensor-ready",35.18,31.75,"calibrated-ready",14.04,32,"calibrated-ready",14,15.91,"calibrated-ready",7.99,32,"calibrated-ready",16,2,"calibrated-ready",1,28.54,"calibrated-ready",13.10,87,"calibrated-ready",58,37.38,"sensor-ready",37.38,18.11,"sensor-ready",18.11,,,,80.59,"sensor-ready",80.59,,,,,,,21.51,"sensor-ready",21.51,,,,,,,,,,,,
"DSCFB3568","A47HWW6V","CLARITY_NODE","hour","2026-05-26T03:00:00.000Z","2026-05-26T04:00:00.000Z",40.26430100,-76.85122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,"calibration-missing",,29.97,"calibration-missing",,1,"calibration-missing",,27,"calibration-missing",,30,"calibration-missing",,-17.61,"calibration-missing",,12.36,"calibration-missing",,-6.55,"calibration-missing",,,,,0.00,"sensor-ready",0.00,0,"sensor-ready",0,26.60,"calibration-missing",,27,"calibration-missing",,22.58,"calibration-missing",,21.25,"calibration-missing",,19,"calibration-missing",,23.00,"sensor-ready",23.00,15.40,"sensor-ready",15.40,13.99,"calibration-missing",,21.59,"sensor-ready",21.59,24.32,"calibrated-ready",10.10,24,"calibrated-ready",10,19.03,"calibrated-ready",8.07,38,"calibrated-ready",16,2,"calibrated-ready",1,19.48,"calibrated-ready",9.05,70,"calibrated-ready",50,22.80,"sensor-ready",22.80,15.18,"sensor-ready",15.18,,,,79.57,"sensor-ready",79.57,,,,,,,19.48,"sensor-ready",19.48,,,,,,,,,,,,
"DUPVN4322","A93NM49L","CLARITY_NODE","hour","2026-05-26T03:00:00.000Z","2026-05-26T04:00:00.000Z",40.24700813,-76.84699099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,"calibration-missing",,19.99,"calibration-missing",,1,"calibration-missing",,18,"calibration-missing",,20,"calibration-missing",,-17.23,"calibration-missing",,2.76,"calibration-missing",,0.39,"calibration-missing",,0,"calibration-missing",,5.63,"sensor-ready",5.63,5,"sensor-ready",5,21.22,"calibration-missing",,21,"calibration-missing",,13.18,"calibration-missing",,17.79,"calibration-missing",,16,"calibration-missing",,22.00,"sensor-ready",22.00,12.74,"sensor-ready",12.74,11.77,"calibration-missing",,20.68,"sensor-ready",20.68,19.62,"calibrated-ready",8.64,20,"calibrated-ready",9,12.31,"calibrated-ready",6.19,25,"calibrated-ready",12,2,"calibrated-ready",1,16.57,"calibrated-ready",8.04,65,"calibrated-ready",44,21.84,"sensor-ready",21.84,12.62,"sensor-ready",12.62,,,,81.85,"sensor-ready",81.85,,,,,,,19.09,"sensor-ready",19.09,,,,,,,,,,,,
"DUWLG7270","A43H6HKC","CLARITY_NODE","hour","2026-05-26T03:00:00.000Z","2026-05-26T04:00:00.000Z",40.31557952,-76.89584458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,"calibration-missing",,13.88,"calibration-missing",,1,"calibration-missing",,12,"calibration-missing",,14,"calibration-missing",,-12.46,"calibration-missing",,1.42,"calibration-missing",,10.78,"calibration-missing",,11,"calibration-missing",,13.07,"sensor-ready",13.07,12,"sensor-ready",12,12.03,"calibration-missing",,12,"calibration-missing",,11.56,"calibration-missing",,9.83,"calibration-missing",,8,"calibration-missing",,14.59,"sensor-ready",14.59,12.10,"sensor-ready",12.10,7.39,"calibration-missing",,13.89,"sensor-ready",13.89,11.29,"calibrated-ready",5.83,11,"calibrated-ready",6,10.79,"calibrated-ready",5.71,21,"calibrated-ready",11,1,"calibrated-ready",1,9.24,"calibrated-ready",5.09,51,"calibrated-ready",28,14.55,"sensor-ready",14.55,12.05,"sensor-ready",12.05,,,,82.92,"sensor-ready",82.92,,,,,,,19.26,"sensor-ready",19.26,,,,,,,,,,,,
"DBFEH9689","A636FW6Q","CLARITY_NODE","hour","2026-05-26T04:00:00.000Z","2026-05-26T05:00:00.000Z",39.98880106,-75.20729697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,"calibration-missing",,10.59,"calibration-missing",,1,"calibration-missing",,9,"calibration-missing",,11,"calibration-missing",,-10.23,"calibration-missing",,0.36,"calibration-missing",,2.10,"calibration-missing",,2,"calibration-missing",,5.75,"sensor-ready",5.75,5,"sensor-ready",5,33.00,"calibration-missing",,33,"calibration-missing",,15.80,"calibration-missing",,29.83,"calibration-missing",,27,"calibration-missing",,29.72,"sensor-ready",29.72,14.42,"sensor-ready",14.42,16.72,"calibration-missing",,27.55,"sensor-ready",27.55,30.14,"calibrated-ready",11.51,30,"calibrated-ready",12,14.48,"calibrated-ready",6.87,29,"calibrated-ready",14,2,"calibrated-ready",1,27.04,"calibrated-ready",10.87,84,"calibrated-ready",54,29.44,"sensor-ready",29.44,14.27,"sensor-ready",14.27,,,,83.64,"sensor-ready",83.64,,,,,,,19.72,"sensor-ready",19.72,,,,,,,,,,,,
"DGYDF0388","A44MFTF3","CLARITY_NODE","hour","2026-05-26T04:00:00.000Z","2026-05-26T05:00:00.000Z",39.99195745,-75.08114984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,"calibration-missing",,14.36,"calibration-missing",,1,"calibration-missing",,13,"calibration-missing",,14,"calibration-missing",,-16.66,"calibration-missing",,-2.30,"calibration-missing",,-2.95,"calibration-missing",,,,,3.92,"sensor-ready",3.92,3,"sensor-ready",3,37.46,"calibration-missing",,37,"calibration-missing",,18.83,"calibration-missing",,34.71,"calibration-missing",,31,"calibration-missing",,38.06,"sensor-ready",38.06,19.33,"sensor-ready",19.33,20.81,"calibration-missing",,35.60,"sensor-ready",35.60,32.56,"calibrated-ready",13.96,33,"calibrated-ready",14,16.87,"calibrated-ready",8.37,34,"calibrated-ready",17,2,"calibrated-ready",1,30.55,"calibrated-ready",13.53,91,"calibrated-ready",59,37.86,"sensor-ready",37.86,19.20,"sensor-ready",19.20,,,,82.72,"sensor-ready",82.72,,,,,,,20.66,"sensor-ready",20.66,,,,,,,,,,,,
"DSCFB3568","A47HWW6V","CLARITY_NODE","hour","2026-05-26T04:00:00.000Z","2026-05-26T05:00:00.000Z",40.26430100,-76.85122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,"calibration-missing",,22.59,"calibration-missing",,1,"calibration-missing",,21,"calibration-missing",,23,"calibration-missing",,-14.39,"calibration-missing",,8.20,"calibration-missing",,-7.36,"calibration-missing",,,,,0.00,"sensor-ready",0.00,0,"sensor-ready",0,20.45,"calibration-missing",,20,"calibration-missing",,21.51,"calibration-missing",,20.85,"calibration-missing",,19,"calibration-missing",,18.95,"sensor-ready",18.95,15.10,"sensor-ready",15.10,11.46,"calibration-missing",,17.94,"sensor-ready",17.94,18.94,"calibrated-ready",8.06,19,"calibrated-ready",8,18.20,"calibrated-ready",7.89,36,"calibrated-ready",16,2,"calibrated-ready",1,19.21,"calibrated-ready",8.55,70,"calibrated-ready",47,18.80,"sensor-ready",18.80,14.89,"sensor-ready",14.89,,,,81.82,"sensor-ready",81.82,,,,,,,18.57,"sensor-ready",18.57,,,,,,,,,,,,
"DUPVN4322","A93NM49L","CLARITY_NODE","hour","2026-05-26T04:00:00.000Z","2026-05-26T05:00:00.000Z",40.24700813,-76.84699099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,"calibration-missing",,18.78,"calibration-missing",,1,"calibration-missing",,17,"calibration-missing",,19,"calibration-missing",,-14.73,"calibration-missing",,4.04,"calibration-missing",,-1.61,"calibration-missing",,,,,3.25,"sensor-ready",3.25,3,"sensor-ready",3,24.32,"calibration-missing",,24,"calibration-missing",,13.12,"calibration-missing",,21.06,"calibration-missing",,19,"calibration-missing",,24.30,"sensor-ready",24.30,12.81,"sensor-ready",12.81,13.19,"calibration-missing",,22.78,"sensor-ready",22.78,22.42,"calibrated-ready",9.26,22,"calibrated-ready",9,12.20,"calibrated-ready",6.20,24,"calibrated-ready",12,2,"calibrated-ready",1,19.50,"calibrated-ready",8.65,70,"calibrated-ready",48,24.12,"sensor-ready",24.12,12.69,"sensor-ready",12.69,,,,83.71,"sensor-ready",83.71,,,,,,,18.28,"sensor-ready",18.28,,,,,,,,,,,,
"DUWLG7270","A43H6HKC","CLARITY_NODE","hour","2026-05-26T04:00:00.000Z","2026-05-26T05:00:00.000Z",40.31557952,-76.89584458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,"calibration-missing",,12.57,"calibration-missing",,1,"calibration-missing",,11,"calibration-missing",,13,"calibration-missing",,-10.72,"calibration-missing",,1.85,"calibration-missing",,9.86,"calibration-missing",,10,"calibration-missing",,12.53,"sensor-ready",12.53,11,"sensor-ready",11,11.83,"calibration-missing",,12,"calibration-missing",,10.71,"calibration-missing",,10.83,"calibration-missing",,9,"calibration-missing",,14.55,"sensor-ready",14.55,11.46,"sensor-ready",11.46,7.39,"calibration-missing",,13.85,"sensor-ready",13.85,11.19,"calibrated-ready",5.69,11,"calibrated-ready",6,10.00,"calibrated-ready",5.48,20,"calibrated-ready",11,1,"calibrated-ready",1,10.21,"calibrated-ready",5.24,53,"calibrated-ready",29,14.51,"sensor-ready",14.51,11.41,"sensor-ready",11.41,,,,83.87,"sensor-ready",83.87,,,,,,,18.86,"sensor-ready",18.86,,,,,,,,,,,,
"DBFEH9689","A636FW6Q","CLARITY_NODE","hour","2026-05-26T05:00:00.000Z","2026-05-26T06:00:00.000Z",39.98880106,-75.20729697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,"calibration-missing",,9.85,"calibration-missing",,1,"calibration-missing",,8,"calibration-missing",,10,"calibration-missing",,-7.56,"calibration-missing",,2.30,"calibration-missing",,2.35,"calibration-missing",,2,"calibration-missing",,5.03,"sensor-ready",5.03,5,"sensor-ready",5,31.47,"calibration-missing",,31,"calibration-missing",,16.51,"calibration-missing",,30.65,"calibration-missing",,28,"calibration-missing",,28.15,"sensor-ready",28.15,15.06,"sensor-ready",15.06,15.72,"calibration-missing",,26.04,"sensor-ready",26.04,29.29,"calibrated-ready",10.82,29,"calibrated-ready",11,15.13,"calibrated-ready",7.09,30,"calibrated-ready",14,2,"calibrated-ready",1,28.17,"calibrated-ready",10.85,86,"calibrated-ready",54,27.88,"sensor-ready",27.88,14.90,"sensor-ready",14.90,,,,84.29,"sensor-ready",84.29,,,,,,,19.28,"sensor-ready",19.28,,,,,,,,,,,,
"DGYDF0388","A44MFTF3","CLARITY_NODE","hour","2026-05-26T05:00:00.000Z","2026-05-26T06:00:00.000Z",39.99195745,-75.08114984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,"calibration-missing",,20.38,"calibration-missing",,1,"calibration-missing",,19,"calibration-missing",,20,"calibration-missing",,-8.93,"calibration-missing",,11.45,"calibration-missing",,-4.37,"calibration-missing",,,,,1.08,"sensor-ready",1.08,1,"sensor-ready",1,47.60,"calibration-missing",,48,"calibration-missing",,20.44,"calibration-missing",,41.16,"calibration-missing",,38,"calibration-missing",,48.08,"sensor-ready",48.08,20.90,"sensor-ready",20.90,24.33,"calibration-missing",,44.65,"sensor-ready",44.65,39.03,"calibrated-ready",17.02,39,"calibrated-ready",17,18.14,"calibrated-ready",8.89,36,"calibrated-ready",18,2,"calibrated-ready",1,34.79,"calibrated-ready",15.28,99,"calibrated-ready",62,47.77,"sensor-ready",47.77,20.77,"sensor-ready",20.77,,,,84.78,"sensor-ready",84.78,,,,,,,20.06,"sensor-ready",20.06,,,,,,,,,,,,
"DSCFB3568","A47HWW6V","CLARITY_NODE","hour","2026-05-26T05:00:00.000Z","2026-05-26T06:00:00.000Z",40.26430100,-76.85122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,"calibration-missing",,22.61,"calibration-missing",,1,"calibration-missing",,21,"calibration-missing",,23,"calibration-missing",,-13.61,"calibration-missing",,9.00,"calibration-missing",,-9.56,"calibration-missing",,,,,0.00,"sensor-ready",0.00,0,"sensor-ready",0,23.12,"calibration-missing",,23,"calibration-missing",,20.76,"calibration-missing",,21.99,"calibration-missing",,19,"calibration-missing",,20.25,"sensor-ready",20.25,14.99,"sensor-ready",14.99,12.68,"calibration-missing",,19.06,"sensor-ready",19.06,21.05,"calibrated-ready",8.54,21,"calibrated-ready",9,17.58,"calibrated-ready",7.79,35,"calibrated-ready",15,2,"calibrated-ready",1,20.13,"calibrated-ready",8.55,71,"calibrated-ready",47,20.09,"sensor-ready",20.09,14.79,"sensor-ready",14.79,,,,83.17,"sensor-ready",83.17,,,,,,,17.84,"sensor-ready",17.84,,,,,,,,,,,,
"DUPVN4322","A93NM49L","CLARITY_NODE","hour","2026-05-26T05:00:00.000Z","2026-05-26T06:00:00.000Z",40.24700813,-76.84699099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,"calibration-missing",,16.08,"calibration-missing",,1,"calibration-missing",,15,"calibration-missing",,16,"calibration-missing",,-11.66,"calibration-missing",,4.41,"calibration-missing",,-2.16,"calibration-missing",,,,,0.26,"sensor-ready",0.26,0,"sensor-ready",0,24.37,"calibration-missing",,24,"calibration-missing",,13.17,"calibration-missing",,22.72,"calibration-missing",,20,"calibration-missing",,24.32,"sensor-ready",24.32,12.98,"sensor-ready",12.98,13.36,"calibration-missing",,22.79,"sensor-ready",22.79,22.74,"calibrated-ready",8.97,23,"calibrated-ready",9,12.22,"calibrated-ready",6.24,24,"calibrated-ready",12,2,"calibrated-ready",1,21.12,"calibrated-ready",8.81,73,"calibrated-ready",49,24.13,"sensor-ready",24.13,12.86,"sensor-ready",12.86,,,,85.50,"sensor-ready",85.50,,,,,,,17.69,"sensor-ready",17.69,,,,,,,,,,,,
"DUWLG7270","A43H6HKC","CLARITY_NODE","hour","2026-05-26T05:00:00.000Z","2026-05-26T06:00:00.000Z",40.31557952,-76.89584458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,"calibration-missing",,9.43,"calibration-missing",,1,"calibration-missing",,8,"calibration-missing",,9,"calibration-missing",,-10.71,"calibration-missing",,-1.28,"calibration-missing",,11.08,"calibration-missing",,11,"calibration-missing",,11.91,"sensor-ready",11.91,10,"sensor-ready",10,11.46,"calibration-missing",,11,"calibration-missing",,10.12,"calibration-missing",,11.15,"calibration-missing",,10,"calibration-missing",,13.92,"sensor-ready",13.92,11.07,"sensor-ready",11.07,7.21,"calibration-missing",,13.25,"sensor-ready",13.25,10.73,"calibrated-ready",5.53,11,"calibrated-ready",6,9.43,"calibrated-ready",5.33,19,"calibrated-ready",11,1,"calibrated-ready",1,10.47,"calibrated-ready",5.32,53,"calibrated-ready",29,13.89,"sensor-ready",13.89,11.03,"sensor-ready",11.03,,,,84.03,"sensor-ready",84.03,,,,,,,18.37,"sensor-ready",18.37,,,,,,,,,,,,
